Date,Open,Close,NominalReturn
1901/01,6.87,7.07,0.017991431
1901/02,7.07,7.25,0.03783939
1901/03,7.25,7.51,0.035310249
1901/04,7.51,8.14,0.095954039
1901/05,8.14,7.73,-0.050313482
1901/06,7.73,8.5,0.100872599
1901/07,8.5,7.93,-0.077758917
1901/08,7.93,8.04,0.004606754
1901/09,8.04,8,-0.013884907
1901/10,8,7.91,-0.006927974
1901/11,7.91,8.08,0.01453192
1901/12,8.08,7.95,-0.020466623
1902/01,7.95,8.12,0.039126827
1902/02,8.12,8.19,0.014994774
1902/03,8.19,8.2,0.007575007
1902/04,8.2,8.48,0.030209322
1902/05,8.48,8.46,-0.004828451
1902/06,8.46,8.41,-0.007203739
1902/07,8.41,8.6,0.031865251
1902/08,8.6,8.83,0.046049826
1902/09,8.83,8.85,-0.002356055
1902/10,8.85,8.57,-0.082271126
1902/11,8.57,8.24,0.003052214
1902/12,8.24,8.05,-0.024849278
1903/01,8.05,8.46,0.050474354
1903/02,8.46,8.41,0.005070679
1903/03,8.41,8.08,0.001831026
1903/04,8.08,7.75,-0.033484526
1903/05,7.75,7.6,0.008152866
1903/06,7.6,7.18,-0.051535088
1903/07,7.18,6.85,-0.041995125
1903/08,6.85,6.63,-0.026965374
1903/09,6.63,6.47,-0.030101338
1903/10,6.47,6.26,-0.022291947
1903/11,6.26,6.28,0.015862302
1903/12,6.28,6.57,0.04607099
1904/01,6.57,6.68,-0.006073947
1904/02,6.68,6.5,-0.046471915
1904/03,6.5,6.48,0.012652882
1904/04,6.48,6.64,0.039899477
1904/05,6.64,6.5,0.005257146
1904/06,6.5,6.51,0.004795166
1904/07,6.51,6.78,0.044682617
1904/08,6.78,7.01,0.025830032
1904/09,7.01,7.32,0.03597787
1904/10,7.32,7.75,0.063312654
1904/11,7.75,8.17,0.037641134
1904/12,8.17,8.25,0.016792996
1905/01,8.25,8.43,0.026862069
1905/02,8.43,8.8,0.04698794
1905/03,8.8,9.05,0.043104814
1905/04,9.05,8.94,-0.00828545
1905/05,8.94,8.5,-0.033345084
1905/06,8.5,8.6,0.016841981
1905/07,8.6,8.87,0.036452617
1905/08,8.87,9.2,0.030336148
1905/09,9.2,9.23,0.017772658
1905/10,9.23,9.36,0.017034128
1905/11,9.36,9.31,-0.014698012
1905/12,9.31,9.54,0.016119107
1906/01,9.54,9.87,0.037524458
1906/02,9.87,9.8,-0.004207194
1906/03,9.8,9.56,-0.020593398
1906/04,9.56,9.43,-0.009577188
1906/05,9.43,9.18,-0.031362033
1906/06,9.18,9.3,0.019214164
1906/07,9.3,9.06,0.011220943
1906/08,9.06,9.73,0.054151373
1906/09,9.73,10.03,0.025444849
1906/10,10.03,9.73,-0.043179738
1906/11,9.73,9.93,0.017543408
1906/12,9.93,9.84,-0.01172097
1907/01,9.84,9.56,-0.010883849
1907/02,9.56,9.26,-0.042854558
1907/03,9.26,8.35,-0.08038289
1907/04,8.35,8.39,0.013480605
1907/05,8.39,8.1,-0.045236633
1907/06,8.1,7.84,-0.031533183
1907/07,7.84,8.14,0.05187237
1907/08,8.14,7.53,-0.063371575
1907/09,7.53,7.45,0.000395656
1907/10,7.45,6.64,-0.107745702
1907/11,6.64,6.25,-0.012075539
1907/12,6.25,6.57,0.078251088
1908/01,6.57,6.85,0.057867974
1908/02,6.85,6.6,-0.024954287
1908/03,6.6,6.87,0.042721199
1908/04,6.87,7.24,0.04469403
1908/05,7.24,7.63,0.054292016
1908/06,7.63,7.64,0.000591347
1908/07,7.64,7.92,0.025474834
1908/08,7.92,8.26,0.042878084
1908/09,8.26,8.17,-0.011159387
1908/10,8.17,8.27,0.001111645
1908/11,8.27,8.83,0.060374243
1908/12,8.83,9.03,0.018295758
1909/01,9.03,9.06,0.020465967
1909/02,9.06,8.8,-0.030706564
1909/03,8.8,8.92,0.022034873
1909/04,8.92,9.32,0.032420838
1909/05,9.32,9.63,0.032598497
1909/06,9.63,9.8,0.018015835
1909/07,9.8,9.94,0.024014618
1909/08,9.94,10.18,0.024415447
1909/09,10.18,10.19,0.002370482
1909/10,10.19,10.23,-0.003550182
1909/11,10.23,10.18,-0.002474225
1909/12,10.18,10.3,0.014092767
1910/01,10.3,10.08,0.000127809
1910/02,10.08,9.72,-0.024463908
1910/03,9.72,9.96,0.018297732
1910/04,9.96,9.72,-0.021278677
1910/05,9.72,9.56,0.011988783
1910/06,9.56,9.1,-0.030843733
1910/07,9.1,8.64,-0.042245383
1910/08,8.64,8.85,0.041198213
1910/09,8.85,8.91,0.021871339
1910/10,8.91,9.32,0.078896232
1910/11,9.32,9.31,0.018003764
1910/12,9.31,9.05,-0.030303027
1911/01,9.05,9.27,0.02284687
1911/02,9.27,9.43,0.045693614
1911/03,9.43,9.32,-0.027049295
1911/04,9.32,9.28,0.020006215
1911/05,9.28,9.48,0.014818319
1911/06,9.48,9.67,0.014008942
1911/07,9.67,9.63,-0.020104228
1911/08,9.63,9.17,-0.079438384
1911/09,9.17,8.67,-0.064219263
1911/10,8.67,8.72,0.008584858
1911/11,8.72,9.07,0.054641078
1911/12,9.07,9.11,0.0176145
1912/01,9.11,9.12,-0.005933417
1912/02,9.12,9.04,-0.01209726
1912/03,9.04,9.3,0.015684155
1912/04,9.3,9.59,0.013607815
1912/05,9.59,9.58,0.011713193
1912/06,9.58,9.58,0.021883253
1912/07,9.58,9.59,0.012083108
1912/08,9.59,9.81,0.022075799
1912/09,9.81,9.86,0.004367813
1912/10,9.86,9.84,0.007028394
1912/11,9.84,9.73,-0.00123852
1912/12,9.73,9.38,-0.016424647
1913/01,9.38,9.3,-0.00805165
1913/02,9.3,8.97,-0.026168431
1913/03,8.97,8.8,-0.01118656
1913/04,8.8,8.79,0.004222605
1913/05,8.79,8.55,-0.012719943
1913/06,8.55,8.12,-0.053716951
1913/07,8.12,8.23,0.010668791
1913/08,8.23,8.45,0.033252329
1913/09,8.45,8.53,0.005744149
1913/10,8.53,8.26,-0.025278681
1913/11,8.26,8.05,-0.027762418
1913/12,8.05,8.04,0.016263837
1914/01,8.04,8.37,0.047653053
1914/02,8.37,8.48,0.028949
1914/03,8.48,8.32,-0.01345196
1914/04,8.32,8.12,-0.009425285
1914/05,8.12,8.17,0.002318987
1914/06,8.17,8.13,0.000540391
1914/07,8.13,7.68,-0.059443487
1914/08,7.68,7.68,-0.012436307
1914/09,7.68,7.68,0.006371633
1914/10,7.68,7.68,0.015442523
1914/11,7.68,7.68,-0.004416226
1914/12,7.68,7.35,-0.028061242
1915/01,7.35,7.48,0.023287588
1915/02,7.48,7.38,0.00208027
1915/03,7.38,7.57,0.040925287
1915/04,7.57,8.14,0.070842474
1915/05,8.14,7.95,-0.027043543
1915/06,7.95,8.04,0.017443793
1915/07,8.04,8.01,0.001511545
1915/08,8.01,8.35,0.046065496
1915/09,8.35,8.66,0.040571528
1915/10,8.66,9.14,0.049982321
1915/11,9.14,9.46,0.029650846
1915/12,9.46,9.48,0.007537419
1916/01,9.48,9.33,-0.019006285
1916/02,9.33,9.2,-0.006625331
1916/03,9.2,9.17,-0.003688794
1916/04,9.17,9.07,-0.011108072
1916/05,9.07,9.27,0.021726604
1916/06,9.27,9.36,0.010368066
1916/07,9.36,9.23,-0.003785837
1916/08,9.23,9.3,0.009334818
1916/09,9.3,9.68,0.034646017
1916/10,9.68,9.98,0.025867307
1916/11,9.98,10.21,0.018985964
1916/12,10.21,9.8,-0.033945622
1917/01,9.8,9.57,-0.017139966
1917/02,9.57,9.03,-0.063080541
1917/03,9.03,9.31,0.047665395
1917/04,9.31,9.17,-0.042289807
1917/05,9.17,8.86,-0.028362764
1917/06,8.86,9.04,0.02597714
1917/07,9.04,8.79,0.007749547
1917/08,8.79,8.53,-0.023681396
1917/09,8.53,8.12,-0.048076993
1917/10,8.12,7.68,-0.04650793
1917/11,7.68,7.04,-0.062511985
1917/12,7.04,6.8,-0.026180921
1918/01,6.8,7.21,0.060796395
1918/02,7.21,7.43,0.044423247
1918/03,7.43,7.28,0.007194279
1918/04,7.28,7.21,-0.0062169
1918/05,7.21,7.44,0.028240711
1918/06,7.44,7.45,0.004974938
1918/07,7.45,7.51,0.001967745
1918/08,7.51,7.58,0.010514015
1918/09,7.58,7.54,-0.003893501
1918/10,7.54,7.86,0.043552032
1918/11,7.86,8.06,0.028438446
1918/12,8.06,7.9,-0.010292095
1919/01,7.9,7.85,0.013434819
1919/02,7.85,7.88,0.040138405
1919/03,7.88,8.12,0.037012894
1919/04,8.12,8.39,0.03390608
1919/05,8.39,8.97,0.074753636
1919/06,8.97,9.21,0.043555455
1919/07,9.21,9.51,0.019590806
1919/08,9.51,8.87,-0.066758711
1919/09,8.87,9.01,0.025638061
1919/10,9.01,9.47,0.048845171
1919/11,9.47,9.19,-0.035351645
1919/12,9.19,8.92,-0.03383668
1920/01,8.92,8.83,-0.012624974
1920/02,8.83,8.1,-0.071591189
1920/03,8.1,8.67,0.080245481
1920/04,8.67,8.6,-0.016109981
1920/05,8.6,8.06,-0.054822797
1920/06,8.06,7.92,-0.008314709
1920/07,7.92,7.91,0.024003435
1920/08,7.91,7.6,0.001538786
1920/09,7.6,7.87,0.066549302
1920/10,7.87,7.88,0.01969661
1920/11,7.88,7.48,-0.034853267
1920/12,7.48,6.81,-0.062823218
1921/01,6.81,7.11,0.071047997
1921/02,7.11,7.06,0.02659203
1921/03,7.06,6.88,-0.020390518
1921/04,6.88,6.91,0.011985906
1921/05,6.91,7.12,0.047145121
1921/06,7.12,6.55,-0.083339274
1921/07,6.55,6.53,-0.015962408
1921/08,6.53,6.45,-0.017524065
1921/09,6.45,6.61,0.031626758
1921/10,6.61,6.7,0.00886691
1921/11,6.7,7.06,0.054884203
1921/12,7.06,7.31,0.03735505
1922/01,7.31,7.3,0.017972392
1922/02,7.3,7.46,0.020202328
1922/03,7.46,7.74,0.047705055
1922/04,7.74,8.21,0.059169794
1922/05,8.21,8.53,0.039022483
1922/06,8.53,8.45,-0.009005114
1922/07,8.45,8.51,0.001562316
1922/08,8.51,8.83,0.049660291
1922/09,8.83,9.06,0.026352549
1922/10,9.06,9.26,0.016650065
1922/11,9.26,8.8,-0.05372798
1922/12,8.8,8.78,-0.005322978
1923/01,8.78,8.9,0.024092312
1923/02,8.9,9.28,0.04700837
1923/03,9.28,9.43,0.021286072
1923/04,9.43,9.1,-0.035173138
1923/05,9.1,8.67,-0.041513843
1923/06,8.67,8.34,-0.037267244
1923/07,8.34,8.06,-0.037695649
1923/08,8.06,8.1,0.018757899
1923/09,8.1,8.15,0.008656102
1923/10,8.15,8.03,-0.012119001
1923/11,8.03,8.27,0.037817443
1923/12,8.27,8.55,0.041149212
1924/01,8.55,8.83,0.040377756
1924/02,8.83,8.87,0.017395394
1924/03,8.87,8.7,-0.006898102
1924/04,8.7,8.5,-0.01157857
1924/05,8.5,8.47,0.002239804
1924/06,8.47,8.63,0.02420307
1924/07,8.63,9.03,0.044945339
1924/08,9.03,9.34,0.044969001
1924/09,9.34,9.25,-0.011079207
1924/10,9.25,9.13,-0.014297888
1924/11,9.13,9.64,0.06038139
1924/12,9.64,10.16,0.052576771
1925/01,10.16,10.58,0.045884186
1925/02,10.58,10.67,0.018793041
1925/03,10.67,10.39,-0.026533222
1925/04,10.39,10.28,0.000712104
1925/05,10.28,10.61,0.032194452
1925/06,10.61,10.8,0.013157518
1925/07,10.8,11.1,0.023461088
1925/08,11.1,11.25,0.021260911
1925/09,11.25,11.51,0.030340944
1925/10,11.51,11.89,0.039689517
1925/11,11.89,12.26,0.021835176
1925/12,12.26,12.46,0.028937253
1926/01,12.46,12.65,0.022157022
1926/02,12.65,12.67,0.00896222
1926/03,12.67,11.81,-0.056145758
1926/04,11.81,11.48,-0.025622551
1926/05,11.48,11.56,0.01965653
1926/06,11.56,12.11,0.059119725
1926/07,12.11,12.62,0.057618704
1926/08,12.62,13.12,0.048554164
1926/09,13.12,13.32,0.012711461
1926/10,13.32,13.02,-0.024349426
1926/11,13.02,13.19,0.010277338
1926/12,13.19,13.49,0.026167965
1927/01,13.49,13.4,0.007152161
1927/02,13.4,13.66,0.027302425
1927/03,13.66,13.87,0.023227468
1927/04,13.87,14.21,0.025982242
1927/05,14.21,14.7,0.03086258
1927/06,14.7,14.89,0.005033919
1927/07,14.89,15.22,0.043124991
1927/08,15.22,16.03,0.062473295
1927/09,16.03,16.94,0.053579066
1927/10,16.94,16.68,-0.018258086
1927/11,16.68,17.06,0.030626268
1927/12,17.06,17.46,0.025304862
1928/01,17.46,17.53,0.006758802
1928/02,17.53,17.32,0.001895238
1928/03,17.32,18.25,0.056527617
1928/04,18.25,19.4,0.065683064
1928/05,19.4,20,0.02740167
1928/06,20,19.02,-0.042442681
1928/07,19.02,19.16,0.00997039
1928/08,19.16,19.78,0.0354541
1928/09,19.78,21.17,0.061356277
1928/10,21.17,21.6,0.028593594
1928/11,21.6,23.06,0.070363088
1928/12,23.06,23.15,0.011894765
1929/01,23.15,24.86,0.075993309
1929/02,24.86,24.99,0.008145615
1929/03,24.99,25.43,0.026056095
1929/04,25.43,25.28,0.001937549
1929/05,25.28,25.66,0.011035997
1929/06,25.66,26.15,0.016074275
1929/07,26.15,28.48,0.080377954
1929/08,28.48,30.1,0.060572703
1929/09,30.1,31.3,0.042469546
1929/10,31.3,27.99,-0.102738302
1929/11,27.99,20.58,-0.261396033
1929/12,20.58,21.4,0.050326742
1930/01,21.4,21.71,0.024221129
1930/02,21.71,23.07,0.072157937
1930/03,23.07,23.94,0.04689374
1930/04,23.94,25.46,0.061096047
1930/05,25.46,23.94,-0.051421589
1930/06,23.94,21.52,-0.093795144
1930/07,21.52,21.06,-0.009196693
1930/08,21.06,20.79,-0.006887169
1930/09,20.79,20.78,-0.00604372
1930/10,20.78,17.92,-0.132396584
1930/11,17.92,16.62,-0.066750291
1930/12,16.62,15.51,-0.049884993
1931/01,15.51,15.98,0.042477176
1931/02,15.98,17.2,0.088484026
1931/03,17.2,17.53,0.023654719
1931/04,17.53,15.86,-0.092662759
1931/05,15.86,14.33,-0.0880509
1931/06,14.33,13.87,-0.022828474
1931/07,13.87,14.33,0.030631283
1931/08,14.33,13.9,-0.032290045
1931/09,13.9,11.83,-0.146467228
1931/10,11.83,10.25,-0.13020323
1931/11,10.25,10.39,0.02523875
1931/12,10.39,8.44,-0.183611438
1932/01,8.44,8.3,0.003241059
1932/02,8.3,8.23,0.004520851
1932/03,8.23,8.26,0.009383267
1932/04,8.26,6.28,-0.2360298
1932/05,6.28,5.51,-0.109720102
1932/06,5.51,4.77,-0.126561439
1932/07,4.77,5.01,0.052697559
1932/08,5.01,7.53,0.515003206
1932/09,7.53,8.26,0.102242796
1932/10,8.26,7.12,-0.135331106
1932/11,7.12,7.05,-0.005048041
1932/12,7.05,6.82,-0.028277707
1933/01,6.82,7.09,0.053300005
1933/02,7.09,6.25,-0.107421029
1933/03,6.25,6.23,0.00248749
1933/04,6.23,6.89,0.104210269
1933/05,6.89,8.87,0.286167396
1933/06,8.87,10.39,0.16083227
1933/07,10.39,11.23,0.048343079
1933/08,11.23,10.67,-0.05554778
1933/09,10.67,10.58,-0.006133659
1933/10,10.58,9.55,-0.09443781
1933/11,9.55,9.78,0.027966841
1933/12,9.78,9.97,0.023810468
1934/01,9.97,10.54,0.062773531
1934/02,10.54,11.32,0.073248818
1934/03,11.32,10.74,-0.043463473
1934/04,10.74,10.92,0.024715178
1934/05,10.92,9.81,-0.09374278
1934/06,9.81,9.94,0.013923219
1934/07,9.94,9.47,-0.041657623
1934/08,9.47,9.1,-0.033885974
1934/09,9.1,8.88,-0.031997615
1934/10,8.88,8.95,0.021461357
1934/11,8.95,9.2,0.033989949
1934/12,9.2,9.26,0.019393543
1935/01,9.26,9.26,-0.008224916
1935/02,9.26,8.98,-0.030823655
1935/03,8.98,8.41,-0.056826073
1935/04,8.41,9.04,0.074595604
1935/05,9.04,9.75,0.085706708
1935/06,9.75,10.12,0.051159917
1935/07,10.12,10.65,0.057841527
1935/08,10.65,11.37,0.07289531
1935/09,11.37,11.61,0.02494373
1935/10,11.61,11.92,0.031157357
1935/11,11.92,13.04,0.091058321
1935/12,13.04,13.04,0.005457742
1936/01,13.04,13.76,0.059499516
1936/02,13.76,14.55,0.060986576
1936/03,14.55,14.86,0.03164522
1936/04,14.86,14.88,0.00363743
1936/05,14.88,14.09,-0.050710422
1936/06,14.09,14.69,0.038864014
1936/07,14.69,15.56,0.056022355
1936/08,15.56,15.87,0.017581712
1936/09,15.87,16.05,0.016352019
1936/10,16.05,16.89,0.057500768
1936/11,16.89,17.36,0.032398384
1936/12,17.36,17.06,-0.012625104
1937/01,17.06,17.59,0.029088639
1937/02,17.59,18.11,0.034861822
1937/03,18.11,18.09,-0.001720367
1937/04,18.09,17.01,-0.059130626
1937/05,17.01,16.25,-0.043211741
1937/06,16.25,15.64,-0.029677838
1937/07,15.64,16.57,0.060005504
1937/08,16.57,16.74,0.017177868
1937/09,16.74,14.37,-0.140146652
1937/10,14.37,12.28,-0.137415442
1937/11,12.28,11.2,-0.073331318
1937/12,11.2,11.02,-0.000894544
1938/01,11.02,11.31,0.047443732
1938/02,11.31,11.04,-0.011112432
1938/03,11.04,10.31,-0.060824264
1938/04,10.31,9.89,-0.041923996
1938/05,9.89,9.98,0.020896544
1938/06,9.98,10.21,0.027472204
1938/07,10.21,12.24,0.202318418
1938/08,12.24,12.31,0.008065535
1938/09,12.31,11.75,-0.04392324
1938/10,11.75,13.06,0.120294805
1938/11,13.06,13.07,0.001418943
1938/12,13.07,12.69,-0.028167314
1939/01,12.69,12.5,-0.012782793
1939/02,12.5,12.4,0.001416129
1939/03,12.4,12.39,0.001498384
1939/04,12.39,10.83,-0.118406904
1939/05,10.83,11.23,0.039196394
1939/06,11.23,11.43,0.019951778
1939/07,11.43,11.71,0.026643367
1939/08,11.71,11.54,-0.012394052
1939/09,11.54,12.77,0.086999275
1939/10,12.77,12.9,0.021207629
1939/11,12.9,12.67,-0.013953488
1939/12,12.67,12.37,-0.019600105
1940/01,12.37,12.3,0.005126921
1940/02,12.3,12.22,-0.008787527
1940/03,12.22,12.15,-0.000834526
1940/04,12.15,12.27,0.015443039
1940/05,12.27,10.58,-0.132165249
1940/06,10.58,9.67,-0.085616328
1940/07,9.67,9.99,0.047370439
1940/08,9.99,10.2,0.02775411
1940/09,10.2,10.63,0.047037773
1940/10,10.63,10.73,0.014659768
1940/11,10.73,10.98,0.028502641
1940/12,10.98,10.53,-0.042142904
1941/01,10.53,10.55,0.008419228
1941/02,10.55,9.89,-0.056621022
1941/03,9.89,9.95,0.005853852
1941/04,9.95,9.64,-0.030479465
1941/05,9.64,9.43,-0.02033237
1941/06,9.43,9.76,0.02332424
1941/07,9.76,10.26,0.061223483
1941/08,10.26,10.21,-0.007442721
1941/09,10.21,10.24,0.001615049
1941/10,10.24,9.83,-0.039511583
1941/11,9.83,9.37,-0.03905919
1941/12,9.37,8.76,-0.056939284
1942/01,8.76,8.93,0.022023249
1942/02,8.93,8.65,-0.02149421
1942/03,8.65,8.18,-0.049596578
1942/04,8.18,7.84,-0.030704422
1942/05,7.84,7.93,0.01648461
1942/06,7.93,8.33,0.066024021
1942/07,8.33,8.64,0.046481412
1942/08,8.64,8.59,0.002795102
1942/09,8.59,8.68,0.023908213
1942/10,8.68,9.32,0.07398289
1942/11,9.32,9.47,0.022656413
1942/12,9.47,9.52,0.011724702
1943/01,9.52,10.09,0.071195132
1943/02,10.09,10.69,0.069962026
1943/03,10.69,11.07,0.028049382
1943/04,11.07,11.44,0.03242751
1943/05,11.44,11.89,0.043607034
1943/06,11.89,12.1,0.027734232
1943/07,12.1,12.35,0.035581416
1943/08,12.35,11.74,-0.035895204
1943/09,11.74,11.99,0.024095303
1943/10,11.99,11.88,-0.001553353
1943/11,11.88,11.33,-0.039112219
1943/12,11.33,11.48,0.020158471
1944/01,11.48,11.85,0.03911482
1944/02,11.85,11.77,1.82E-05
1944/03,11.77,12.1,0.033390941
1944/04,12.1,11.89,-0.018224418
1944/05,11.89,12.1,0.022054016
1944/06,12.1,12.67,0.045947102
1944/07,12.67,13,0.025816494
1944/08,13,12.81,-0.008627526
1944/09,12.81,12.6,-0.010804477
1944/10,12.6,12.91,0.03026153
1944/11,12.91,12.82,-0.001414624
1944/12,12.82,13.1,0.022132805
1945/01,13.1,13.49,0.035759257
1945/02,13.49,13.94,0.039248589
1945/03,13.94,13.93,0.005064156
1945/04,13.93,14.28,0.030431587
1945/05,14.28,14.82,0.037674363
1945/06,14.82,15.09,0.01291932
1945/07,15.09,14.78,-0.015071416
1945/08,14.78,14.83,0.008949413
1945/09,14.83,15.84,0.073677901
1945/10,15.84,16.5,0.047002899
1945/11,16.5,17.04,0.037924616
1945/12,17.04,17.33,0.016494373
1946/01,17.33,18.02,0.044874739
1946/02,18.02,18.07,0.012839673
1946/03,18.07,17.53,-0.035073251
1946/04,17.53,18.66,0.0646573
1946/05,18.66,18.7,0.002498293
1946/06,18.7,18.58,-0.011324446
1946/07,18.58,18.05,-0.072092673
1946/08,18.05,17.7,-0.026511636
1946/09,17.7,15.09,-0.142580715
1946/10,15.09,14.75,-0.025901507
1946/11,14.75,14.69,-0.009907431
1946/12,14.69,15.13,0.038344415
1947/01,15.13,15.21,0.023199221
1947/02,15.21,15.8,0.057165249
1947/03,15.8,15.16,-0.039225211
1947/04,15.16,14.6,-0.018291108
1947/05,14.6,14.34,0.000612539
1947/06,14.34,14.84,0.048195405
1947/07,14.84,15.77,0.06695961
1947/08,15.77,15.46,-0.019635462
1947/09,15.46,15.06,-0.032837418
1947/10,15.06,15.45,0.038773676
1947/11,15.45,15.27,-0.004724067
1947/12,15.27,15.03,-0.016728841
1948/01,15.03,14.83,-0.01302831
1948/02,14.83,14.1,-0.028894894
1948/03,14.1,14.3,0.029099677
1948/04,14.3,15.4,0.070650995
1948/05,15.4,16.15,0.056202984
1948/06,16.15,16.82,0.04481898
1948/07,16.82,16.42,-0.023686479
1948/08,16.42,15.94,-0.021709607
1948/09,15.94,15.76,-0.001465248
1948/10,15.76,16.19,0.041155959
1948/11,16.19,15.29,-0.039177964
1948/12,15.29,15.19,0.005131059
1949/01,15.19,15.36,0.02166877
1949/02,15.36,14.77,-0.024002891
1949/03,14.77,14.91,0.01642136
1949/04,14.91,14.89,0.000358196
1949/05,14.89,14.78,0.002091385
1949/06,14.78,13.97,-0.05372584
1949/07,13.97,14.76,0.069218983
1949/08,14.76,15.29,0.034952147
1949/09,15.29,15.49,0.012422002
1949/10,15.49,15.89,0.037880158
1949/11,15.89,16.11,0.013976797
1949/12,16.11,16.54,0.039593635
1950/01,16.54,16.88,0.028964797
1950/02,16.88,17.21,0.024219923
1950/03,17.21,17.35,0.008801361
1950/04,17.35,17.84,0.03285761
1950/05,17.84,18.44,0.034455369
1950/06,18.44,18.74,0.017049805
1950/07,18.74,17.38,-0.077261043
1950/08,17.38,18.43,0.059539173
1950/09,18.43,19.08,0.038741658
1950/10,19.08,19.87,0.042012512
1950/11,19.87,19.83,0.002989584
1950/12,19.83,19.75,-0.005068525
1951/01,19.75,21.21,0.069686042
1951/02,21.21,22,0.038461651
1951/03,22,21.63,-0.007438739
1951/04,21.63,21.92,0.026769691
1951/05,21.92,21.93,0.009875471
1951/06,21.93,21.55,-0.004328575
1951/07,21.55,21.93,0.029634992
1951/08,21.93,22.89,0.054930286
1951/09,22.89,23.48,0.02903487
1951/10,23.48,23.36,0.001601294
1951/11,23.36,22.71,-0.024506476
1951/12,22.71,23.41,0.036955485
1952/01,23.41,24.19,0.041889382
1952/02,24.19,23.75,-0.003880611
1952/03,23.75,23.81,0.009109589
1952/04,23.81,23.74,0.000186888
1952/05,23.74,23.73,0.00622822
1952/06,23.73,24.38,0.030497633
1952/07,24.38,25.08,0.028463739
1952/08,25.08,25.18,0.011343423
1952/09,25.18,24.78,-0.009191026
1952/10,24.78,24.26,-0.014576661
1952/11,24.26,25.03,0.037570714
1952/12,25.03,26.04,0.045672711
1953/01,26.04,26.18,0.01399913
1953/02,26.18,25.86,-0.003359
1953/03,25.86,25.99,0.006721023
1953/04,25.99,24.71,-0.044088933
1953/05,24.71,24.84,0.007197839
1953/06,24.84,23.95,-0.033742377
1953/07,23.95,24.29,0.019448667
1953/08,24.29,24.39,0.00585981
1953/09,24.39,23.27,-0.040446657
1953/10,23.27,23.97,0.032300151
1953/11,23.97,24.5,0.031557596
1953/12,24.5,24.83,0.019023447
1954/01,24.83,25.46,0.03119637
1954/02,25.46,26.02,0.028034167
1954/03,26.02,26.57,0.02678053
1954/04,26.57,27.63,0.049005908
1954/05,27.63,28.73,0.040945465
1954/06,28.73,28.96,0.012521808
1954/07,28.96,30.13,0.044902582
1954/08,30.13,30.73,0.023960975
1954/09,30.73,31.45,0.03093953
1954/10,31.45,32.18,0.026548946
1954/11,32.18,33.44,0.042772005
1954/12,33.44,34.97,0.052900661
1955/01,34.97,35.6,0.021079449
1955/02,35.6,36.79,0.036441338
1955/03,36.79,36.5,-0.004970708
1955/04,36.5,37.76,0.037778316
1955/05,37.76,37.6,-0.001401471
1955/06,37.6,39.78,0.060836633
1955/07,39.78,42.69,0.072149161
1955/08,42.69,42.43,-0.003270945
1955/09,42.43,44.34,0.044610802
1955/10,44.34,42.11,-0.046925584
1955/11,42.11,44.95,0.070985096
1955/12,44.95,45.37,0.016473259
1956/01,45.37,44.15,-0.023511068
1956/02,44.15,44.43,0.009862349
1956/03,44.43,47.49,0.072428763
1956/04,47.49,48.05,0.011717963
1956/05,48.05,46.54,-0.031011494
1956/06,46.54,46.27,-0.008365096
1956/07,46.27,48.78,0.051640388
1956/08,48.78,48.49,0.002369779
1956/09,48.49,46.84,-0.032866552
1956/10,46.84,46.24,-0.011356778
1956/11,46.24,45.76,-0.005344742
1956/12,45.76,46.44,0.016794499
1957/01,46.44,45.43,-0.016177996
1957/02,45.43,43.47,-0.040673308
1957/03,43.47,44.03,0.015601028
1957/04,44.03,45.05,0.025807639
1957/05,45.05,46.78,0.040917151
1957/06,46.78,47.55,0.018629964
1957/07,47.55,48.51,0.01870419
1957/08,48.51,45.84,-0.049031521
1957/09,45.84,43.98,-0.034679519
1957/10,43.98,41.24,-0.056554741
1957/11,41.24,40.35,-0.018754761
1957/12,40.35,40.33,0.005585108
1958/01,40.33,41.12,0.019087824
1958/02,41.12,41.26,0.009673327
1958/03,41.26,42.11,0.020012912
1958/04,42.11,42.34,0.008385987
1958/05,42.34,43.7,0.03819204
1958/06,43.7,44.75,0.029668542
1958/07,44.75,45.98,0.029191714
1958/08,45.98,47.7,0.04589333
1958/09,47.7,48.96,0.031187301
1958/10,48.96,50.95,0.045351203
1958/11,50.95,52.5,0.031454087
